종목코드,종목명,시장구분,현재가,등락률,거래량,시가총액
009155,삼성전기우,KOSPI,55800.0,-0.36,15385.0,162209707200.0
009160,SIMPAC,KOSPI,4900.0,-0.91,181047.0,320604628400.0
009180,한솔로지스틱스,KOSPI,2250.0,-0.44,121896.0,63350606250.0
009190,대양금속,KOSPI,1771.0,1.2,95806.0,75019535206.0
009200,무림페이퍼,KOSPI,2175.0,0.93,331055.0,90500249250.0
009240,한샘,KOSPI,42050.0,-0.94,19740.0,989601672400.0
009270,신원,KOSPI,1920.0,9.09,33275181.0,192100523520.0
009290,광동제약,KOSPI,5540.0,-0.18,21572.0,290411514540.0
009310,참엔지니어링,KOSPI,1283.0,0.08,8356.0,21776978689.0
009320,아진전자부품,KOSPI,1002.0,0.1,87335.0,49398369540.0
009410,태영건설,KOSPI,2800.0,-2.27,228785.0,824510047200.0
009415,태영건설우,KOSPI,5630.0,-1.23,2760.0,3659353620.0
009420,한올바이오파마,KOSPI,25900.0,0.78,199310.0,1353032524200.0
009440,KC그린홀딩스,KOSPI,756.0,0.0,0.0,17568790596.0
009450,경동나비엔,KOSPI,75100.0,-1.7,34938.0,1094101259200.0
009460,한창제지,KOSPI,739.0,-0.67,61403.0,44094272154.0
009470,삼화전기,KOSPI,26750.0,-2.19,25494.0,176919685000.0
009540,HD한국조선해양,KOSPI,316500.0,1.93,417554.0,22399691214000.0
009580,무림P&P,KOSPI,2870.0,0.35,104645.0,178997089880.0
009680,모토닉,KOSPI,10460.0,0.58,38024.0,293403000000.0
009770,삼정펄프,KOSPI,28700.0,-0.17,984.0,71749167700.0
009810,플레이그램,KOSPI,364.0,-7.14,14601016.0,55287050000.0
009830,한화솔루션,KOSPI,29800.0,1.71,3306038.0,5122397572800.0
009835,한화솔루션우,KOSPI,24950.0,0.0,47148.0,64254957550.0
009900,명신산업,KOSPI,8360.0,-1.99,60328.0,438650311880.0
009970,영원무역홀딩스,KOSPI,120800.0,-1.55,20374.0,1647179513600.0
010040,한국내화,KOSPI,2385.0,0.21,22931.0,97944942870.0
010060,OCI홀딩스,KOSPI,70900.0,1.0,66329.0,1333977615300.0
010100,한국무브넥스,KOSPI,4305.0,-3.26,571735.0,131089058100.0
010120,LS ELECTRIC,KOSPI,252500.0,-0.98,221129.0,7575000000000.0
010130,고려아연,KOSPI,731000.0,-2.53,28870.0,15134099873000.0
010140,삼성중공업,KOSPI,16900.0,4.71,22615588.0,14872000000000.0
010400,우진아이엔에스,KOSPI,2750.0,-2.48,26736.0,20960500000.0
010420,한솔PNS,KOSPI,1884.0,-0.37,23814.0,38608834608.0
010580,에스엠벡셀,KOSPI,1229.0,0.49,19781.0,136728413040.0
010600,웰바이오텍,KOSPI,545.0,0.0,0.0,49553256815.0
010620,HD현대미포,KOSPI,193500.0,1.2,253337.0,7728805831500.0
010640,진양폴리,KOSPI,4005.0,-1.11,75454.0,40050000000.0
010660,화천기계,KOSPI,5160.0,2.18,597917.0,113520000000.0
010690,화신,KOSPI,8010.0,-3.84,144528.0,279712484100.0
010770,평화홀딩스,KOSPI,5770.0,-12.18,3373205.0,84388938820.0
010780,아이에스동서,KOSPI,21050.0,-1.41,60048.0,635435844800.0
010820,퍼스텍,KOSPI,3645.0,-0.41,502151.0,177773714010.0
010950,S-Oil,KOSPI,54400.0,-2.68,350062.0,6124503884800.0
010955,S-Oil우,KOSPI,37400.0,-0.66,8337.0,150420069800.0
010960,삼호개발,KOSPI,3490.0,0.58,87463.0,87250000000.0
011000,진원생명과학,KOSPI,3435.0,-7.79,8451065.0,291690180105.0
011070,LG이노텍,KOSPI,144900.0,-3.01,152120.0,3429363804300.0
011090,에넥스,KOSPI,658.0,-1.64,545972.0,39474499778.0
011150,CJ씨푸드,KOSPI,2935.0,0.0,202441.0,105456818755.0
011155,CJ씨푸드1우,KOSPI,17230.0,-0.06,735.0,3446000000.0
011170,롯데케미칼,KOSPI,59700.0,0.0,143185.0,2553692514300.0
011200,HMM,KOSPI,21300.0,-2.29,2553909.0,21833341264800.0
011210,현대위아,KOSPI,42700.0,-2.29,63659.0,1161230044100.0
011230,삼화전자,KOSPI,3975.0,0.25,52452.0,67188232500.0
011280,태림포장,KOSPI,2240.0,-0.22,46811.0,158605305600.0
011300,성안머티리얼스,KOSPI,461.0,2.67,286767.0,71739748175.0
011330,유니켐,KOSPI,1600.0,0.06,202928.0,155647753600.0
011390,부산산업,KOSPI,100100.0,3.62,18879.0,105705600000.0
011420,갤럭시아에스엠,KOSPI,2295.0,-0.86,291734.0,63226432980.0
011500,한농화성,KOSPI,14410.0,-0.96,48671.0,225329775220.0
011690,와이투솔루션,KOSPI,3205.0,-0.93,632398.0,117220932770.0
011700,한신기계,KOSPI,3205.0,-3.9,697011.0,103989913955.0
011760,현대코퍼레이션,KOSPI,26500.0,-0.93,78434.0,350567599000.0
011780,금호석유화학,KOSPI,115500.0,0.26,70831.0,3056082298500.0
011785,금호석유화학우,KOSPI,56900.0,1.61,19025.0,172036353400.0
011790,SKC,KOSPI,89100.0,-3.36,343794.0,3374065351800.0
011810,STX,KOSPI,3255.0,-1.66,32079.0,100963352385.0
011930,신성이엔지,KOSPI,1417.0,0.43,1854697.0,291686829967.0
012030,DB,KOSPI,1388.0,-0.72,2290299.0,279229419004.0
012160,영흥,KOSPI,515.0,3.41,593036.0,52174841580.0
012170,아센디오,KOSPI,4075.0,-2.74,32513.0,44310502725.0
012200,계양전기,KOSPI,1431.0,-0.49,54337.0,38955868299.0
012205,계양전기우,KOSPI,3555.0,-1.11,1119.0,4156075845.0
012280,영화금속,KOSPI,819.0,-1.09,212185.0,42313229595.0
012320,경동인베스트,KOSPI,59900.0,3.28,14389.0,141664877700.0
012330,현대모비스,KOSPI,253000.0,-3.8,253174.0,23527758782000.0
012450,한화에어로스페이스,KOSPI,811000.0,-5.37,436671.0,38357219011000.0
012510,더존비즈온,KOSPI,55700.0,-1.24,100015.0,1692321068800.0
012610,경인양행,KOSPI,3140.0,-0.95,20842.0,130675386100.0
012630,HDC,KOSPI,19600.0,-1.01,638270.0,1170937731600.0
012690,모나리자,KOSPI,2815.0,-0.35,68420.0,102948082825.0
012750,에스원,KOSPI,66200.0,-0.45,77663.0,2515545583600.0
012800,대창,KOSPI,1295.0,-0.99,246839.0,118026946205.0
013000,세우글로벌,KOSPI,1169.0,-1.35,91524.0,33556181239.0
013360,일성건설,KOSPI,2315.0,-4.93,815705.0,125067597200.0
013520,화승코퍼레이션,KOSPI,1981.0,0.46,111363.0,99151530212.0
013570,디와이,KOSPI,4340.0,0.12,126340.0,114227207220.0
013580,계룡건설,KOSPI,21050.0,0.24,341847.0,187995592350.0
013700,까뮤이앤씨,KOSPI,1096.0,-1.88,120630.0,65486909680.0
013870,지엠비코리아,KOSPI,3920.0,-1.13,97793.0,74763337600.0
013890,지누스,KOSPI,17460.0,-0.23,78501.0,388564896960.0
014130,한익스프레스,KOSPI,3300.0,-3.08,18110.0,39600000000.0
014160,대영포장,KOSPI,1185.0,-2.31,4168122.0,128447540565.0
014280,금강공업,KOSPI,4570.0,0.0,61870.0,134035161490.0
014285,금강공업우,KOSPI,6780.0,0.44,217.0,3999352500.0
014440,영보화학,KOSPI,4440.0,-0.11,49414.0,88800000000.0
014530,극동유화,KOSPI,3465.0,-0.29,28647.0,120822540300.0
014580,태경비케이,KOSPI,4635.0,-0.22,196471.0,127847668500.0
014680,한솔케미칼,KOSPI,133000.0,7.09,119269.0,1507580935000.0
014710,사조씨푸드,KOSPI,5860.0,0.17,118198.0,100900661980.0
014790,HL D&I,KOSPI,2630.0,2.73,130049.0,99568120630.0
014820,동원시스템즈,KOSPI,31050.0,1.8,128541.0,900179306100.0
014825,동원시스템즈우,KOSPI,17190.0,0.0,284.0,4540068090.0
014830,유니드,KOSPI,91000.0,3.88,61568.0,615851600000.0
014910,성문전자,KOSPI,1197.0,-1.48,34243.0,26885799045.0
014915,성문전자우,KOSPI,4660.0,0.0,147.0,2796000000.0
014990,인디에프,KOSPI,951.0,4.16,5808151.0,71432458245.0
015020,이스타코,KOSPI,997.0,-9.77,2291504.0,42723045200.0
015230,대창단조,KOSPI,5650.0,-0.7,52582.0,161433099500.0
015260,에이엔피,KOSPI,418.0,1.46,72195.0,18858861692.0
015360,INVENI,KOSPI,52600.0,0.57,12030.0,315600000000.0
015590,DKME,KOSPI,515.0,0.0,0.0,122045495160.0
015760,한국전력,KOSPI,30350.0,2.71,3001453.0,19483609736950.0
015860,일진홀딩스,KOSPI,4460.0,0.22,142780.0,220089774180.0
015890,태경산업,KOSPI,5120.0,-0.19,39716.0,149651200000.0
016090,대현,KOSPI,1918.0,-0.31,58588.0,84933470580.0
016360,삼성증권,KOSPI,60500.0,0.33,505560.0,5402650000000.0
016380,KG스틸,KOSPI,6330.0,4.63,342472.0,633056318010.0
016450,한세예스24홀딩스,KOSPI,4100.0,-1.91,90132.0,164000000000.0
016580,환인제약,KOSPI,11790.0,0.77,22639.0,219294825300.0
016590,신대양제지,KOSPI,9550.0,2.03,63717.0,384844181000.0
016610,DB증권,KOSPI,7420.0,0.27,160626.0,314952206380.0
016710,대성홀딩스,KOSPI,8740.0,4.17,135205.0,140621871660.0
016740,두올,KOSPI,3250.0,0.62,23818.0,101741198000.0
016800,퍼시스,KOSPI,44350.0,1.37,1186.0,510025000000.0
016880,웅진,KOSPI,2060.0,6.4,3242970.0,164649784800.0
017040,광명전기,KOSPI,2040.0,-5.99,1215587.0,88408734600.0
017180,명문제약,KOSPI,1670.0,-0.24,33098.0,56702268180.0
017370,우신시스템,KOSPI,7050.0,-2.08,70446.0,129114080700.0
017390,서울가스,KOSPI,60100.0,4.34,85077.0,300500000000.0
017550,수산세보틱스,KOSPI,1828.0,0.05,62451.0,114065609640.0
017670,SK텔레콤,KOSPI,51500.0,0.39,1574573.0,11061687729500.0
017800,현대엘리베이터,KOSPI,75900.0,1.2,94648.0,2967112021500.0
017810,풀무원,KOSPI,12650.0,0.0,104722.0,482224856300.0
017860,DS단석,KOSPI,25450.0,2.21,148136.0,447518195400.0
017900,광전자,KOSPI,1888.0,-0.11,43563.0,109397824544.0
017940,E1,KOSPI,74600.0,0.81,18765.0,511756000000.0
017960,한국카본,KOSPI,22000.0,0.0,1141640.0,1141985944000.0
018250,애경산업,KOSPI,15120.0,2.58,174657.0,399318217200.0
018260,삼성에스디에스,KOSPI,130200.0,-2.03,240435.0,10074589560000.0
018470,조일알미늄,KOSPI,1553.0,0.0,641071.0,196659062713.0
018500,동원금속,KOSPI,1397.0,-2.99,274601.0,65316641401.0
018670,SK가스,KOSPI,212500.0,-0.47,11974.0,1964614350000.0
018880,한온시스템,KOSPI,3020.0,-5.03,2301772.0,2049862907040.0
019170,신풍제약,KOSPI,11790.0,-1.67,763844.0,624693032100.0
019175,신풍제약우,KOSPI,26100.0,17.57,114765.0,57420000000.0
019180,티에이치엔,KOSPI,2795.0,0.0,102787.0,50310000000.0
019440,세아특수강,KOSPI,13930.0,1.16,18062.0,119380100000.0
019490,엑시큐어하이트론,KOSPI,827.0,4.42,2069205.0,63209487290.0
019680,대교,KOSPI,2305.0,-1.07,29406.0,195240069250.0
019685,대교우B,KOSPI,1288.0,-0.31,9519.0,25021963120.0
020000,한섬,KOSPI,16110.0,0.06,132533.0,361472104170.0
020120,키다리스튜디오,KOSPI,3330.0,-2.06,86142.0,123422340780.0
020150,롯데에너지머티리얼즈,KOSPI,22050.0,-1.34,56184.0,1154658459150.0
020560,아시아나항공,KOSPI,10090.0,1.1,113387.0,2078446273990.0
020760,일진디스플,KOSPI,700.0,-1.13,54985.0,36059618700.0
021050,서원,KOSPI,1208.0,0.0,281638.0,57349304720.0
021240,코웨이,KOSPI,88900.0,-2.31,683574.0,6392721923700.0
021820,세원정공,KOSPI,9250.0,4.28,44354.0,92500000000.0
022100,포스코DX,KOSPI,22100.0,1.38,254063.0,3359967510900.0
023000,삼원강재,KOSPI,2450.0,-1.21,19873.0,98000000000.0
023150,MH에탄올,KOSPI,5210.0,0.19,4721.0,38442120460.0
023350,한국종합기술,KOSPI,5470.0,-1.08,26050.0,59896500000.0
023450,동남합성,KOSPI,34300.0,0.15,811.0,120050000000.0
023530,롯데쇼핑,KOSPI,80600.0,2.41,118257.0,2280073653000.0
023590,다우기술,KOSPI,26850.0,-0.92,277043.0,1204668666450.0
023800,인지컨트롤스,KOSPI,6010.0,-0.17,13823.0,95013273970.0
023810,인팩,KOSPI,5930.0,1.19,6382.0,59300000000.0
023960,에쓰씨엔지니어링,KOSPI,1255.0,-0.24,84780.0,43998526685.0
024070,WISCOM,KOSPI,1980.0,0.56,6126.0,30346347240.0
024090,디씨엠,KOSPI,12850.0,0.47,6088.0,146490000000.0
024110,기업은행,KOSPI,15740.0,0.64,1932130.0,12551483178060.0
024720,콜마홀딩스,KOSPI,12540.0,0.8,1459752.0,430075087860.0
024890,대원화성,KOSPI,898.0,0.0,12613.0,37041738496.0
024900,디와이덕양,KOSPI,2640.0,-1.49,92622.0,85971547200.0
025000,KPX케미칼,KOSPI,46100.0,-0.22,3375.0,223124000000.0
025530,SJM홀딩스,KOSPI,3570.0,-0.83,40877.0,53314408560.0
025540,한국단자,KOSPI,61200.0,-3.62,64234.0,619038000000.0
025560,미래산업,KOSPI,639.0,0.16,327410.0,45830660886.0
025620,제이준코스메틱,KOSPI,6960.0,-3.73,44829.0,33333228720.0
025750,한솔홈데코,KOSPI,700.0,-3.05,1485766.0,56395604300.0
025820,이구산업,KOSPI,4250.0,-0.82,111338.0,142128500000.0
025860,남해화학,KOSPI,7220.0,0.7,89344.0,358681246460.0
025890,한국주강,KOSPI,1832.0,-0.81,14913.0,20718562488.0
026890,스틱인베스트먼트,KOSPI,10960.0,2.62,208781.0,456792798000.0
026940,부국철강,KOSPI,2375.0,-0.42,46825.0,47500000000.0
026960,동서,KOSPI,26000.0,0.97,80071.0,2592200000000.0
027410,BGF,KOSPI,4260.0,5.84,2624967.0,407753529660.0
027740,마니커,KOSPI,947.0,-2.27,1102029.0,60145132916.0
027970,한국제지,KOSPI,810.0,0.5,28950.0,154044371970.0
028050,삼성E&A,KOSPI,21750.0,-0.46,1095951.0,4263000000000.0
028100,동아지질,KOSPI,15900.0,-1.12,30246.0,212893081800.0
028260,삼성물산,KOSPI,149800.0,-3.04,1109176.0,25462486291200.0
02826K,삼성물산우B,KOSPI,111400.0,-2.62,16601.0,163489526000.0
028670,팬오션,KOSPI,3705.0,0.27,1763017.0,1980580041960.0
029460,케이씨,KOSPI,22250.0,0.91,48572.0,294395601750.0
029530,신도리코,KOSPI,49150.0,3.15,28788.0,495433425350.0
029780,삼성카드,KOSPI,43200.0,-1.59,85876.0,5005104091200.0
030000,제일기획,KOSPI,18360.0,0.71,217928.0,2112156891000.0
030190,NICE평가정보,KOSPI,14540.0,1.68,96143.0,865225862220.0
030200,KT,KOSPI,50800.0,-0.39,466533.0,12802701598000.0
030210,다올투자증권,KOSPI,3580.0,-1.1,148414.0,218061759480.0
030610,교보증권,KOSPI,7820.0,-1.51,201506.0,891190355020.0
030720,동원수산,KOSPI,5600.0,0.18,19623.0,26061308000.0
031210,서울보증보험,KOSPI,34150.0,-0.29,170847.0,2384407571700.0
031430,신세계인터내셔날,KOSPI,10920.0,2.34,261383.0,385945560000.0
031440,신세계푸드,KOSPI,35000.0,0.0,15878.0,135536800000.0
031820,아이티센씨티에스,KOSPI,621.0,-0.48,522926.0,75172960386.0
032350,롯데관광개발,KOSPI,11870.0,0.59,622048.0,904634410230.0
032560,황금에스티,KOSPI,5830.0,1.04,39243.0,99110000000.0
032640,LG유플러스,KOSPI,12800.0,-0.54,2295951.0,5588625420800.0
032830,삼성생명,KOSPI,98900.0,-0.5,804456.0,19780000000000.0
033180,KH 필룩스,KOSPI,26550.0,0.0,0.0,138166306200.0
033240,자화전자,KOSPI,11900.0,-2.3,54807.0,263654853000.0
033250,체시스,KOSPI,1417.0,0.0,163836.0,45344000000.0
033270,유나이티드제약,KOSPI,21050.0,0.24,48608.0,343826953100.0
033530,SJG세종,KOSPI,4465.0,0.11,36368.0,124220590865.0
033780,KT&G,KOSPI,120200.0,-0.66,632476.0,14671912139400.0
033920,무학,KOSPI,7940.0,-0.25,94886.0,226290000000.0
034020,두산에너빌리티,KOSPI,40350.0,-4.38,12787928.0,25846642241100.0
034120,SBS,KOSPI,25950.0,6.13,337763.0,481404626100.0
034220,LG디스플레이,KOSPI,8610.0,1.29,2993387.0,4305000000000.0
034230,파라다이스,KOSPI,12550.0,-0.71,399970.0,1151733868650.0
034310,NICE,KOSPI,11930.0,-2.29,79291.0,442942313060.0
034590,인천도시가스,KOSPI,25350.0,0.0,1571.0,110900013900.0
034730,SK,KOSPI,163700.0,-3.42,488121.0,11868692481100.0
03473K,SK우,KOSPI,135000.0,-3.23,5044.0,76428225000.0
034830,한국토지신탁,KOSPI,1170.0,0.26,689901.0,295412399100.0
035000,HS애드,KOSPI,7210.0,0.42,26171.0,119451018890.0
035150,백산,KOSPI,14830.0,0.27,45361.0,315137500000.0
035250,강원랜드,KOSPI,17040.0,-0.76,520054.0,3645546120000.0
035420,NAVER,KOSPI,187500.0,-0.95,989028.0,29706939000000.0
035510,신세계 I&C,KOSPI,13440.0,0.3,82354.0,187903296000.0
035720,카카오,KOSPI,42700.0,-2.95,3539065.0,18861072296500.0
036420,콘텐트리중앙,KOSPI,12180.0,7.69,325532.0,234614911440.0
036460,한국가스공사,KOSPI,41350.0,2.86,479623.0,3817142550000.0
036530,SNT홀딩스,KOSPI,52000.0,2.36,55333.0,847802072000.0
036570,엔씨소프트,KOSPI,152500.0,-4.03,1720727.0,3285463355000.0
036580,팜스코,KOSPI,2510.0,-0.59,34952.0,92187136930.0
037270,YG PLUS,KOSPI,6200.0,-2.67,1086542.0,393262342000.0
037560,LG헬로비전,KOSPI,2530.0,0.8,544033.0,195940568450.0
037710,광주신세계,KOSPI,28450.0,0.53,25679.0,226382055500.0
039130,하나투어,KOSPI,50800.0,0.2,70719.0,786888545600.0
039490,키움증권,KOSPI,162600.0,1.37,260721.0,3979912395600.0
039570,HDC랩스,KOSPI,9180.0,0.55,11968.0,238290777180.0
041650,상신브레이크,KOSPI,2970.0,-0.17,20880.0,63770206500.0
042660,한화오션,KOSPI,78000.0,-0.13,2995093.0,23900244732000.0
042670,HD현대인프라코어,KOSPI,9450.0,2.16,2077543.0,1819985252400.0
042700,한미반도체,KOSPI,80400.0,-3.48,745194.0,7767786423600.0
044380,주연테크,KOSPI,351.0,2.03,44951.0,23307752052.0
044450,KSS해운,KOSPI,9780.0,-2.0,76219.0,225779906400.0
044820,코스맥스비티아이,KOSPI,14600.0,5.72,78573.0,140217246600.0
047040,대우건설,KOSPI,4215.0,-1.06,2095898.0,1751849419170.0
047050,포스코인터내셔널,KOSPI,49050.0,-1.8,694547.0,8629012751400.0
047400,유니온머티리얼,KOSPI,1650.0,-1.55,139401.0,69300000000.0
047810,한국항공우주,KOSPI,83600.0,-0.71,799439.0,8148918945200.0
049770,동원F&B,KOSPI,40650.0,-0.25,24410.0,784366953000.0
049800,우진플라임,KOSPI,2075.0,-1.89,9979.0,41500000000.0
051600,한전KPS,KOSPI,43200.0,-0.92,216819.0,1944000000000.0
051630,진양화학,KOSPI,2060.0,-1.67,61906.0,43672000000.0
051900,LG생활건강,KOSPI,326000.0,-0.46,57325.0,5091532222000.0
051905,LG생활건강우,KOSPI,130000.0,-1.29,8161.0,272960610000.0
051910,LG화학,KOSPI,197300.0,-1.0,500660.0,13927869273900.0
051915,LG화학우,KOSPI,97800.0,-1.11,51435.0,751964640000.0
052690,한전기술,KOSPI,62800.0,-0.32,200768.0,2400216000000.0
053210,스카이라이프,KOSPI,4640.0,-0.11,39189.0,220506511200.0
053690,한미글로벌,KOSPI,17480.0,-1.74,44806.0,191537974000.0
055490,테이팩스,KOSPI,13310.0,-0.6,5264.0,63484041500.0
055550,신한지주,KOSPI,58100.0,1.04,2273662.0,28808423976500.0
057050,현대홈쇼핑,KOSPI,54600.0,0.55,12129.0,655200000000.0
058430,포스코스틸리온,KOSPI,38000.0,1.47,29517.0,228000000000.0
058650,세아홀딩스,KOSPI,98900.0,-0.7,2968.0,395600000000.0
058730,다스코,KOSPI,3005.0,0.33,39316.0,56484807705.0
058850,KTcs,KOSPI,2875.0,-0.69,1412008.0,122719375000.0
058860,KTis,KOSPI,2910.0,-0.51,283096.0,101273820000.0
060980,HL홀딩스,KOSPI,40350.0,0.75,52016.0,379446436950.0
062040,산일전기,KOSPI,67000.0,0.15,226417.0,2039828400000.0
063160,종근당바이오,KOSPI,22650.0,0.22,5387.0,124257039300.0
064350,현대로템,KOSPI,146400.0,0.69,2072980.0,15978431695200.0
064400,LG씨엔에스,KOSPI,50200.0,-1.38,182337.0,4863674589600.0
064960,SNT모티브,KOSPI,29550.0,-0.34,49837.0,784265037600.0
066570,LG전자,KOSPI,71100.0,-1.52,592255.0,11635359575400.0
066575,LG전자우,KOSPI,36450.0,0.69,26020.0,626429408400.0
066970,엘앤에프,KOSPI,57200.0,0.53,453347.0,2077285152800.0
067830,세이브존I&C,KOSPI,2585.0,1.77,75165.0,106090713575.0
068270,셀트리온,KOSPI,161000.0,1.45,868300.0,35810579238000.0
068290,삼성출판사,KOSPI,18110.0,-8.07,172420.0,181100000000.0
069260,TKG휴켐스,KOSPI,16270.0,-0.18,77158.0,665094626760.0
069460,대호에이엘,KOSPI,1834.0,3.44,566418.0,124407605518.0
069620,대웅제약,KOSPI,158700.0,9.52,357899.0,1838789452500.0
069640,한세엠케이,KOSPI,1500.0,-6.43,103590.0,45159753000.0
069730,DSR제강,KOSPI,3665.0,-0.27,8846.0,52776000000.0
069960,현대백화점,KOSPI,72000.0,0.84,90580.0,1629274536000.0
070960,모나용평,KOSPI,4250.0,0.83,202155.0,204566665250.0
071050,한국금융지주,KOSPI,108000.0,-0.28,566174.0,6018407136000.0
071055,한국금융지주우,KOSPI,77500.0,-1.4,40711.0,454014452500.0
071090,하이스틸,KOSPI,4565.0,7.03,6706435.0,92174065115.0
071320,지역난방공사,KOSPI,78900.0,0.77,43652.0,913562901600.0
071840,롯데하이마트,KOSPI,7890.0,-0.13,45423.0,186264847680.0
071950,코아스,KOSPI,9670.0,0.52,6214.0,31821262400.0
071970,HD현대마린엔진,KOSPI,42700.0,1.79,953185.0,1448447836500.0
072130,유엔젤,KOSPI,5220.0,3.16,103529.0,67314269880.0
072710,농심홀딩스,KOSPI,78000.0,-0.64,25831.0,361747620000.0
073240,금호타이어,KOSPI,4445.0,0.34,520939.0,1276871975715.0
074610,이엔플러스,KOSPI,511.0,0.0,0.0,37494486519.0
075180,새론오토모티브,KOSPI,3295.0,-0.15,5981.0,63264000000.0
075580,세진중공업,KOSPI,11140.0,0.72,888830.0,633302939840.0
077500,유니퀘스트,KOSPI,6410.0,-3.61,125411.0,138456653820.0
077970,STX엔진,KOSPI,22750.0,-1.09,149437.0,913368433250.0
078000,텔코웨어,KOSPI,12930.0,0.0,30949.0,119474195610.0
078520,에이블씨엔씨,KOSPI,7090.0,-0.14,50838.0,184440401490.0
078930,GS,KOSPI,43550.0,0.11,445627.0,4046464711900.0
078935,GS우,KOSPI,39900.0,0.0,15851.0,71214557400.0
079160,CJ CGV,KOSPI,4750.0,0.53,210526.0,786506667250.0
079430,현대리바트,KOSPI,7870.0,0.13,5883.0,161612669340.0
079550,LIG넥스원,KOSPI,429000.0,-1.04,183441.0,9438000000000.0
079900,전진건설로봇,KOSPI,48800.0,-2.11,49463.0,712116196000.0
079980,휴비스,KOSPI,3015.0,-0.5,63763.0,104017500000.0
081000,일진다이아,KOSPI,12640.0,2.93,20408.0,179525604000.0
081660,미스토홀딩스,KOSPI,36050.0,-0.28,134764.0,2166454995950.0
082640,동양생명,KOSPI,5540.0,-1.42,91580.0,893926560900.0
082740,한화엔진,KOSPI,27800.0,0.18,660159.0,2319830547600.0
083420,그린케미칼,KOSPI,7950.0,1.53,235340.0,190800000000.0
084010,대한제강,KOSPI,17000.0,0.0,23737.0,398044749000.0
084670,동양고속,KOSPI,7490.0,1.22,1993.0,21687811810.0
084680,이월드,KOSPI,1440.0,-0.28,111368.0,204200917920.0
084690,대상홀딩스,KOSPI,9850.0,-1.01,223381.0,356693499300.0
084695,대상홀딩스우,KOSPI,14480.0,0.77,10117.0,13227219360.0
084870,TBH글로벌,KOSPI,1211.0,0.92,36974.0,25257607809.0
085310,엔케이,KOSPI,838.0,-1.53,79090.0,66101709836.0
085620,미래에셋생명,KOSPI,5630.0,-1.75,29984.0,996601144070.0
086280,현대글로비스,KOSPI,113400.0,-1.39,320553.0,8505000000000.0
086790,하나금융지주,KOSPI,72700.0,0.69,1639475.0,20882411976000.0
088260,이리츠코크렙,KOSPI,4640.0,-0.32,63000.0,293904977600.0
088350,한화생명,KOSPI,2955.0,-3.27,2146717.0,2566506150000.0
088790,진도,KOSPI,1989.0,0.25,47485.0,24758562816.0
088980,맥쿼리인프라,KOSPI,11730.0,0.17,606885.0,5617754977890.0
089470,HDC현대EP,KOSPI,3875.0,0.78,19053.0,123612500000.0
089590,제주항공,KOSPI,6650.0,-0.3,76157.0,536262550250.0
089860,롯데렌탈,KOSPI,32650.0,3.16,92177.0,1185501518200.0
090080,평화산업,KOSPI,1215.0,-6.68,3199995.0,66706244685.0
090350,노루페인트,KOSPI,9020.0,-0.66,157990.0,180400000000.0
090355,노루페인트우,KOSPI,13800.0,-1.99,1787.0,6391138800.0
090370,메타랩스,KOSPI,1479.0,-0.07,35113.0,36834035031.0
090430,아모레퍼시픽,KOSPI,133700.0,-0.45,418641.0,7820481878300.0
090435,아모레퍼시픽우,KOSPI,44100.0,3.89,98235.0,465600303000.0
090460,비에이치,KOSPI,12180.0,-2.4,160010.0,419776136220.0
091090,세원이앤씨,KOSPI,1270.0,0.0,0.0,66998498210.0
091810,티웨이항공,KOSPI,2040.0,-1.69,1580736.0,439373111040.0
092200,디아이씨,KOSPI,4585.0,-3.27,190102.0,178304088865.0
092220,KEC,KOSPI,746.0,-1.58,326003.0,149769303186.0
092230,KPX홀딩스,KOSPI,66500.0,-5.0,8551.0,280938959000.0
092440,기신정기,KOSPI,2530.0,1.2,25342.0,73876000000.0
092780,DYP,KOSPI,4430.0,-0.67,3567.0,58336277800.0
092790,넥스틸,KOSPI,15700.0,3.84,807901.0,408231400000.0
093050,LF,KOSPI,16660.0,1.96,49824.0,487138400000.0
093230,이아이디,KOSPI,1392.0,0.0,0.0,354103029120.0
093240,형지엘리트,KOSPI,1841.0,-6.26,1631458.0,70676466819.0
093370,후성,KOSPI,4210.0,-1.17,189536.0,451544939300.0
094280,효성ITX,KOSPI,12160.0,0.58,10732.0,140547712000.0
094800,맵스리얼티1,KOSPI,4345.0,-0.11,14560.0,403365168195.0
095570,AJ네트웍스,KOSPI,3925.0,-1.63,383329.0,177617079075.0
095720,웅진씽크빅,KOSPI,1683.0,-1.98,361906.0,194396572755.0
096760,JW홀딩스,KOSPI,3505.0,3.09,4222850.0,259106921710.0
096770,SK이노베이션,KOSPI,89500.0,-0.33,662965.0,13517612452000.0
096775,SK이노베이션우,KOSPI,60800.0,0.16,4262.0,75904300800.0
097230,HJ중공업,KOSPI,7220.0,-1.37,483363.0,601240308820.0
097520,엠씨넥스,KOSPI,27300.0,0.0,27366.0,490792083600.0
097950,CJ제일제당,KOSPI,231500.0,0.43,93061.0,3485044059000.0
097955,CJ제일제당 우,KOSPI,137900.0,1.1,2159.0,183053010700.0
100090,SK오션플랜트,KOSPI,19220.0,4.06,735956.0,1137738816960.0
100220,비상교육,KOSPI,5680.0,-2.07,71188.0,73821488880.0
100250,진양홀딩스,KOSPI,3160.0,0.0,57795.0,176629122720.0
